OBD_No,OBD_Date,Goods_Issue_Time,Pick_Time,Pick_Date
58764129,22-02-2022,0 days 15:00:00,0 days 10:00:00,23-02-2022
58765904,31-10-2022,0 days 10:15:00,0 days 15:30:00,31-10-2022
58769147,04-09-2022,0 days 13:45:00,0 days 11:30:00,04-09-2022
58770511,20-01-2024,0 days 17:00:00,0 days 16:15:00,21-01-2024
58773102,,0 days 00:00:00,0 days 00:00:00,
58773151,22-11-2023,0 days 14:45:00,0 days 00:00:00,
58779318,19-12-2022,0 days 13:45:00,0 days 11:45:00,20-12-2022
58781345,24-12-2022,0 days 17:45:00,0 days 11:45:00,25-12-2022
58781560,20-05-2022,0 days 14:30:00,0 days 15:15:00,21-05-2022
58782294,05-02-2024,0 days 11:45:00,0 days 17:45:00,06-02-2024
58784138,18-03-2023,0 days 15:30:00,0 days 00:00:00,
58785465,28-04-2023,0 days 17:15:00,0 days 14:15:00,28-04-2023
58786580,,0 days 00:00:00,0 days 00:00:00,
58789023,22-10-2022,0 days 16:30:00,0 days 12:30:00,24-10-2022
58789640,06-06-2022,0 days 10:15:00,0 days 13:30:00,08-06-2022
58792241,26-06-2023,0 days 17:00:00,0 days 16:00:00,27-06-2023
58800300,21-02-2023,0 days 12:15:00,0 days 10:30:00,23-02-2023
58803874,,0 days 00:00:00,0 days 00:00:00,
58807442,16-11-2022,0 days 12:30:00,0 days 15:15:00,16-11-2022
58809909,,0 days 00:00:00,0 days 00:00:00,
58816297,05-11-2024,0 days 15:00:00,0 days 13:15:00,05-11-2024
58816328,,0 days 00:00:00,0 days 00:00:00,
58820841,29-10-2023,0 days 10:15:00,0 days 09:30:00,29-10-2023
58824009,27-09-2022,0 days 12:30:00,0 days 17:30:00,28-09-2022
58825550,14-11-2023,0 days 15:00:00,0 days 00:00:00,
58826054,14-11-2023,0 days 10:45:00,0 days 16:00:00,16-11-2023
58826428,08-09-2023,0 days 14:45:00,0 days 00:00:00,
58830077,03-11-2022,0 days 10:15:00,0 days 10:45:00,04-11-2022
58830554,24-04-2022,0 days 13:30:00,0 days 16:30:00,26-04-2022
58834397,,0 days 00:00:00,0 days 00:00:00,
58836457,,0 days 00:00:00,0 days 00:00:00,
58837208,,0 days 00:00:00,0 days 00:00:00,
58838377,,0 days 00:00:00,0 days 00:00:00,
58838709,20-09-2022,0 days 14:45:00,0 days 16:00:00,22-09-2022
58841557,17-12-2022,0 days 16:45:00,0 days 12:15:00,18-12-2022
58844345,24-11-2022,0 days 12:30:00,0 days 13:00:00,24-11-2022
58848989,17-08-2022,0 days 17:15:00,0 days 16:00:00,18-08-2022
58849284,14-01-2024,0 days 15:30:00,0 days 17:00:00,14-01-2024
58851487,,0 days 00:00:00,0 days 00:00:00,
58852098,28-02-2023,0 days 09:15:00,0 days 00:00:00,
58853523,21-12-2022,0 days 12:00:00,0 days 16:00:00,22-12-2022
58853935,22-04-2023,0 days 12:00:00,0 days 17:45:00,24-04-2023
58853980,21-05-2023,0 days 14:30:00,0 days 17:45:00,21-05-2023
58859474,,0 days 00:00:00,0 days 00:00:00,
58863529,11-10-2023,0 days 11:15:00,0 days 14:45:00,12-10-2023
58866576,02-10-2023,0 days 15:30:00,0 days 00:00:00,
58867631,,0 days 00:00:00,0 days 00:00:00,
58875981,26-05-2022,0 days 14:30:00,0 days 16:45:00,27-05-2022
58878084,14-02-2023,0 days 11:15:00,0 days 11:30:00,14-02-2023
58879023,17-03-2023,0 days 17:00:00,0 days 13:45:00,19-03-2023
58880421,14-10-2022,0 days 09:45:00,0 days 09:30:00,15-10-2022
58881961,10-01-2023,0 days 16:15:00,0 days 16:15:00,10-01-2023
58882805,14-05-2023,0 days 11:15:00,0 days 14:15:00,15-05-2023
58882884,11-01-2024,0 days 12:00:00,0 days 00:00:00,
58883349,06-11-2023,0 days 16:00:00,0 days 00:00:00,
58884010,,0 days 00:00:00,0 days 00:00:00,
58884978,20-11-2022,0 days 10:00:00,0 days 17:30:00,22-11-2022
58885059,30-08-2022,0 days 14:45:00,0 days 12:45:00,31-08-2022
58887964,23-10-2022,0 days 14:30:00,0 days 13:00:00,25-10-2022
58891623,05-08-2023,0 days 09:00:00,0 days 00:00:00,
58892118,,0 days 00:00:00,0 days 00:00:00,
58895058,19-12-2022,0 days 09:30:00,0 days 11:30:00,19-12-2022
58896215,21-03-2023,0 days 13:15:00,0 days 15:30:00,21-03-2023
58896494,18-05-2023,0 days 16:45:00,0 days 00:00:00,
58898211,25-04-2023,0 days 17:00:00,0 days 00:00:00,
58902102,,0 days 00:00:00,0 days 00:00:00,
58909245,,0 days 00:00:00,0 days 00:00:00,
58910682,25-06-2023,0 days 10:30:00,0 days 15:15:00,26-06-2023
58911837,28-04-2022,0 days 17:15:00,0 days 09:00:00,29-04-2022
58913280,03-01-2022,0 days 15:30:00,0 days 16:15:00,04-01-2022
58917187,10-07-2022,0 days 15:30:00,0 days 15:30:00,10-07-2022
58918923,,0 days 00:00:00,0 days 00:00:00,
58919620,16-06-2023,0 days 17:30:00,0 days 12:00:00,18-06-2023
58928382,07-06-2023,0 days 10:00:00,0 days 10:00:00,08-06-2023
58929055,23-01-2023,0 days 09:30:00,0 days 14:15:00,25-01-2023
58931261,10-01-2023,0 days 12:45:00,0 days 13:00:00,11-01-2023
58932860,11-11-2023,0 days 10:15:00,0 days 13:15:00,12-11-2023
58934322,04-04-2022,0 days 10:30:00,0 days 13:15:00,05-04-2022
58934975,10-08-2024,0 days 17:15:00,0 days 13:15:00,11-08-2024
58942697,17-03-2022,0 days 11:30:00,0 days 12:30:00,19-03-2022
58943645,27-09-2024,0 days 15:00:00,0 days 10:15:00,29-09-2024
58945246,20-03-2023,0 days 14:00:00,0 days 00:00:00,
58946218,17-09-2024,0 days 13:45:00,0 days 11:30:00,19-09-2024
58953018,14-08-2022,0 days 11:15:00,0 days 14:45:00,15-08-2022
58954686,19-02-2024,0 days 10:45:00,0 days 09:15:00,21-02-2024
58956912,,0 days 00:00:00,0 days 00:00:00,
58957873,28-03-2022,0 days 15:45:00,0 days 16:45:00,28-03-2022
58958314,21-03-2022,0 days 15:15:00,0 days 17:30:00,23-03-2022
58960065,06-11-2023,0 days 15:30:00,0 days 00:00:00,
58962238,08-10-2023,0 days 15:15:00,0 days 12:00:00,08-10-2023
58963000,,0 days 00:00:00,0 days 00:00:00,
58963387,19-01-2022,0 days 09:00:00,0 days 16:15:00,21-01-2022
58967244,,0 days 00:00:00,0 days 00:00:00,
58967820,18-04-2022,0 days 14:45:00,0 days 16:45:00,20-04-2022
58967923,14-01-2024,0 days 17:30:00,0 days 13:00:00,15-01-2024
58968585,,0 days 00:00:00,0 days 00:00:00,
58974409,02-07-2023,0 days 14:15:00,0 days 00:00:00,
58974686,,0 days 00:00:00,0 days 00:00:00,
58974767,05-03-2022,0 days 13:15:00,0 days 16:45:00,07-03-2022
58974793,17-08-2023,0 days 15:30:00,0 days 16:00:00,18-08-2023
58982159,,0 days 00:00:00,0 days 00:00:00,
58986173,04-03-2022,0 days 10:45:00,0 days 11:00:00,06-03-2022
58986793,20-07-2022,0 days 16:15:00,0 days 17:45:00,20-07-2022
58987133,13-02-2024,0 days 15:15:00,0 days 00:00:00,
58991556,11-04-2023,0 days 12:00:00,0 days 00:00:00,
58992670,15-07-2022,0 days 14:30:00,0 days 11:45:00,16-07-2022
58995330,21-11-2022,0 days 09:45:00,0 days 10:30:00,21-11-2022
58996225,02-08-2022,0 days 10:30:00,0 days 15:30:00,02-08-2022
58996963,,0 days 00:00:00,0 days 00:00:00,
58998395,,0 days 00:00:00,0 days 00:00:00,
58998545,13-12-2023,0 days 15:30:00,0 days 00:00:00,
58998598,09-11-2022,0 days 13:45:00,0 days 17:45:00,11-11-2022
59001054,,0 days 00:00:00,0 days 00:00:00,
59011418,06-06-2023,0 days 09:30:00,0 days 09:15:00,07-06-2023
59014929,02-02-2022,0 days 14:15:00,0 days 17:15:00,02-02-2022
59022249,02-08-2023,0 days 11:45:00,0 days 00:00:00,
59024534,18-05-2022,0 days 15:30:00,0 days 14:45:00,18-05-2022
59027111,,0 days 00:00:00,0 days 00:00:00,
59029303,27-11-2022,0 days 16:45:00,0 days 09:00:00,28-11-2022
59029778,20-06-2022,0 days 13:15:00,0 days 15:00:00,20-06-2022
59033829,28-03-2024,0 days 10:45:00,0 days 14:00:00,29-03-2024
59035141,,0 days 00:00:00,0 days 00:00:00,
59037166,16-01-2024,0 days 09:45:00,0 days 00:00:00,
59037300,11-12-2022,0 days 11:30:00,0 days 15:00:00,13-12-2022
59039768,19-12-2023,0 days 13:30:00,0 days 00:00:00,
59044830,,0 days 00:00:00,0 days 00:00:00,
59046577,02-04-2023,0 days 16:00:00,0 days 14:00:00,03-04-2023
59048480,06-05-2022,0 days 12:45:00,0 days 12:15:00,08-05-2022
59050807,23-02-2024,0 days 13:30:00,0 days 12:15:00,23-02-2024
59061599,16-09-2023,0 days 12:45:00,0 days 16:00:00,16-09-2023
59066095,06-11-2022,0 days 15:00:00,0 days 12:30:00,07-11-2022
59066128,11-11-2023,0 days 15:00:00,0 days 17:45:00,11-11-2023
59068774,,0 days 00:00:00,0 days 00:00:00,
59069008,,0 days 00:00:00,0 days 00:00:00,
59075036,03-03-2023,0 days 10:30:00,0 days 12:45:00,05-03-2023
59080045,29-06-2023,0 days 14:15:00,0 days 00:00:00,
59081701,,0 days 00:00:00,0 days 00:00:00,
59081992,,0 days 00:00:00,0 days 00:00:00,
59082487,19-05-2024,0 days 17:30:00,0 days 10:15:00,19-05-2024
59082552,03-11-2022,0 days 14:30:00,0 days 10:00:00,04-11-2022
59084263,15-12-2022,0 days 16:45:00,0 days 10:45:00,16-12-2022
59093843,,0 days 00:00:00,0 days 00:00:00,
59095909,,0 days 00:00:00,0 days 00:00:00,
59097741,,0 days 00:00:00,0 days 00:00:00,
59099345,20-12-2023,0 days 16:45:00,0 days 00:00:00,
59102212,20-11-2023,0 days 11:15:00,0 days 17:30:00,20-11-2023
59111458,12-07-2024,0 days 14:45:00,0 days 09:15:00,13-07-2024
59113508,16-09-2022,0 days 17:15:00,0 days 10:30:00,16-09-2022
59115280,,0 days 00:00:00,0 days 00:00:00,
59119852,,0 days 00:00:00,0 days 00:00:00,
59121423,18-04-2023,0 days 16:30:00,0 days 09:00:00,20-04-2023
59125302,17-05-2024,0 days 14:30:00,0 days 00:00:00,
59127355,03-02-2023,0 days 15:00:00,0 days 14:00:00,03-02-2023
59137409,,0 days 00:00:00,0 days 00:00:00,
59138468,20-12-2023,0 days 14:00:00,0 days 12:45:00,21-12-2023
59151960,28-05-2023,0 days 17:15:00,0 days 12:00:00,28-05-2023
59152278,26-11-2023,0 days 15:15:00,0 days 00:00:00,
59153335,12-02-2023,0 days 10:30:00,0 days 15:00:00,13-02-2023
59153916,19-04-2022,0 days 16:15:00,0 days 14:00:00,19-04-2022
59159578,26-09-2022,0 days 11:30:00,0 days 15:15:00,28-09-2022
59159629,12-05-2023,0 days 13:30:00,0 days 17:30:00,14-05-2023
59159944,08-11-2022,0 days 16:45:00,0 days 15:45:00,09-11-2022
59160991,23-02-2022,0 days 11:30:00,0 days 13:00:00,23-02-2022
59171474,14-04-2022,0 days 11:00:00,0 days 16:00:00,16-04-2022
59178597,,0 days 00:00:00,0 days 00:00:00,
59181393,12-03-2023,0 days 12:00:00,0 days 00:00:00,
59182457,18-12-2023,0 days 11:30:00,0 days 00:00:00,
59184207,,0 days 00:00:00,0 days 00:00:00,
59185834,03-04-2022,0 days 15:00:00,0 days 13:30:00,05-04-2022
59187878,,0 days 00:00:00,0 days 00:00:00,
59193931,,0 days 00:00:00,0 days 00:00:00,
59200732,,0 days 00:00:00,0 days 00:00:00,
59203071,,0 days 00:00:00,0 days 00:00:00,
59209625,,0 days 00:00:00,0 days 00:00:00,
59214371,20-06-2022,0 days 13:15:00,0 days 15:30:00,21-06-2022
59215553,28-01-2023,0 days 17:15:00,0 days 14:30:00,30-01-2023
59215665,,0 days 00:00:00,0 days 00:00:00,
59215862,10-02-2023,0 days 11:15:00,0 days 11:30:00,11-02-2023
59220063,24-08-2023,0 days 09:45:00,0 days 15:45:00,25-08-2023
59220130,31-08-2023,0 days 12:30:00,0 days 00:00:00,
59221290,04-08-2023,0 days 15:00:00,0 days 10:45:00,04-08-2023
59222062,,0 days 00:00:00,0 days 00:00:00,
59230243,,0 days 00:00:00,0 days 00:00:00,
59230264,27-03-2022,0 days 13:15:00,0 days 14:45:00,27-03-2022
59235061,30-01-2024,0 days 13:45:00,0 days 00:00:00,
59235889,,0 days 00:00:00,0 days 00:00:00,
59240346,26-04-2022,0 days 15:30:00,0 days 12:15:00,26-04-2022
59242803,03-07-2022,0 days 12:30:00,0 days 12:15:00,04-07-2022
59243110,21-06-2022,0 days 17:15:00,0 days 14:15:00,22-06-2022
59247000,26-02-2024,0 days 11:45:00,0 days 16:15:00,26-02-2024
59252977,,0 days 00:00:00,0 days 00:00:00,
59253550,01-07-2022,0 days 14:00:00,0 days 15:45:00,02-07-2022
59256735,,0 days 00:00:00,0 days 00:00:00,
59261176,19-01-2022,0 days 14:00:00,0 days 12:00:00,20-01-2022
59266095,01-05-2023,0 days 13:45:00,0 days 00:00:00,
59269648,22-04-2024,0 days 09:30:00,0 days 12:30:00,24-04-2024
59283011,13-05-2023,0 days 17:30:00,0 days 13:00:00,14-05-2023
59285251,,0 days 00:00:00,0 days 00:00:00,
59285876,19-12-2022,0 days 17:45:00,0 days 09:30:00,21-12-2022
59286995,04-03-2022,0 days 09:00:00,0 days 11:15:00,04-03-2022
59287710,13-08-2022,0 days 10:45:00,0 days 11:30:00,13-08-2022
59287805,,0 days 00:00:00,0 days 00:00:00,
59287907,20-03-2022,0 days 14:30:00,0 days 15:30:00,20-03-2022
59294789,04-04-2023,0 days 13:45:00,0 days 12:30:00,04-04-2023
59295849,,0 days 00:00:00,0 days 00:00:00,
59296057,30-01-2023,0 days 13:15:00,0 days 16:45:00,31-01-2023
59301266,07-08-2023,0 days 15:00:00,0 days 11:15:00,09-08-2023
59303460,07-11-2022,0 days 10:15:00,0 days 10:00:00,08-11-2022
59308651,,0 days 00:00:00,0 days 00:00:00,
59310003,10-04-2022,0 days 15:30:00,0 days 13:00:00,11-04-2022
59312960,,0 days 00:00:00,0 days 00:00:00,
59316885,06-02-2022,0 days 10:30:00,0 days 10:45:00,07-02-2022
59318865,24-03-2023,0 days 10:00:00,0 days 17:15:00,25-03-2023
59319220,13-08-2023,0 days 10:00:00,0 days 10:00:00,15-08-2023
59324759,23-06-2022,0 days 15:45:00,0 days 17:00:00,25-06-2022
59325557,14-11-2023,0 days 14:45:00,0 days 00:00:00,
59330907,01-04-2023,0 days 17:00:00,0 days 16:45:00,01-04-2023
59333062,14-07-2023,0 days 15:45:00,0 days 00:00:00,
59333294,08-02-2022,0 days 11:00:00,0 days 09:15:00,09-02-2022
59335658,10-01-2022,0 days 09:15:00,0 days 10:30:00,12-01-2022
59338378,16-08-2023,0 days 11:30:00,0 days 16:45:00,17-08-2023
59339530,02-11-2022,0 days 10:45:00,0 days 12:00:00,02-11-2022
59343037,,0 days 00:00:00,0 days 00:00:00,
59344253,14-11-2024,0 days 15:30:00,0 days 13:00:00,16-11-2024
59344407,,0 days 00:00:00,0 days 00:00:00,
59344483,17-01-2024,0 days 14:30:00,0 days 14:00:00,17-01-2024
59350218,06-04-2023,0 days 17:15:00,0 days 00:00:00,
59357131,04-01-2022,0 days 09:15:00,0 days 14:15:00,06-01-2022
59357629,24-04-2023,0 days 17:45:00,0 days 00:00:00,
59358152,04-07-2022,0 days 16:15:00,0 days 10:30:00,06-07-2022
59360536,24-08-2023,0 days 13:00:00,0 days 16:45:00,26-08-2023
59364076,06-08-2023,0 days 15:15:00,0 days 15:45:00,08-08-2023
59371260,,0 days 00:00:00,0 days 00:00:00,
59373927,26-02-2022,0 days 10:15:00,0 days 14:45:00,28-02-2022
59376000,,0 days 00:00:00,0 days 00:00:00,
59377655,16-04-2024,0 days 15:00:00,0 days 00:00:00,
59380026,13-09-2022,0 days 12:45:00,0 days 17:15:00,14-09-2022
59381407,,0 days 00:00:00,0 days 00:00:00,
59386293,,0 days 00:00:00,0 days 00:00:00,
59388927,24-04-2023,0 days 12:45:00,0 days 11:00:00,25-04-2023
59393042,,0 days 00:00:00,0 days 00:00:00,
59394059,27-12-2023,0 days 10:00:00,0 days 00:00:00,
59394697,08-02-2022,0 days 13:15:00,0 days 17:45:00,10-02-2022
59398803,27-10-2023,0 days 09:15:00,0 days 00:00:00,
59398923,01-01-2024,0 days 09:45:00,0 days 09:15:00,03-01-2024
59405006,27-04-2023,0 days 09:30:00,0 days 13:15:00,27-04-2023
59410319,11-11-2024,0 days 17:15:00,0 days 14:00:00,13-11-2024
59411511,28-04-2023,0 days 12:30:00,0 days 00:00:00,
59413585,,0 days 00:00:00,0 days 00:00:00,
59421885,,0 days 00:00:00,0 days 00:00:00,
59423803,13-01-2022,0 days 09:15:00,0 days 12:15:00,13-01-2022
59424218,24-08-2023,0 days 16:30:00,0 days 00:00:00,
59424791,12-12-2023,0 days 11:45:00,0 days 00:00:00,
59425988,11-09-2023,0 days 17:30:00,0 days 12:15:00,12-09-2023
59427999,14-02-2024,0 days 14:00:00,0 days 00:00:00,
59430703,24-12-2023,0 days 15:30:00,0 days 09:00:00,26-12-2023
59430818,14-05-2023,0 days 15:45:00,0 days 16:15:00,14-05-2023
59432517,11-07-2022,0 days 12:30:00,0 days 12:45:00,12-07-2022
59432993,08-03-2023,0 days 09:30:00,0 days 00:00:00,
59434407,,0 days 00:00:00,0 days 00:00:00,
59436200,19-01-2023,0 days 17:15:00,0 days 09:30:00,21-01-2023
59440148,15-02-2023,0 days 13:00:00,0 days 16:30:00,15-02-2023
59442025,17-02-2024,0 days 11:45:00,0 days 15:30:00,19-02-2024
59447401,04-10-2022,0 days 11:45:00,0 days 13:00:00,05-10-2022
59449217,,0 days 00:00:00,0 days 00:00:00,
59449491,01-03-2024,0 days 15:45:00,0 days 00:00:00,
59458666,27-07-2022,0 days 17:00:00,0 days 09:45:00,28-07-2022
59460066,24-02-2024,0 days 15:45:00,0 days 00:00:00,
59462975,02-09-2023,0 days 12:00:00,0 days 00:00:00,
59466458,,0 days 00:00:00,0 days 00:00:00,
59467567,,0 days 00:00:00,0 days 00:00:00,
59468104,01-06-2022,0 days 12:30:00,0 days 09:30:00,03-06-2022
59468550,23-06-2023,0 days 15:15:00,0 days 13:45:00,24-06-2023
59469399,,0 days 00:00:00,0 days 00:00:00,
59469782,24-01-2022,0 days 17:15:00,0 days 15:45:00,26-01-2022
59470496,,0 days 00:00:00,0 days 00:00:00,
59471023,31-05-2023,0 days 16:30:00,0 days 15:15:00,02-06-2023
59472852,,0 days 00:00:00,0 days 00:00:00,
59472893,07-05-2023,0 days 09:15:00,0 days 16:30:00,07-05-2023
59472907,27-07-2023,0 days 13:00:00,0 days 00:00:00,
59473772,01-11-2023,0 days 13:45:00,0 days 17:30:00,01-11-2023
59473989,,0 days 00:00:00,0 days 00:00:00,
59478024,17-01-2023,0 days 16:30:00,0 days 13:45:00,17-01-2023
59478593,06-10-2022,0 days 15:15:00,0 days 14:00:00,06-10-2022
59483515,,0 days 00:00:00,0 days 00:00:00,
59486031,,0 days 00:00:00,0 days 00:00:00,
59487281,06-05-2022,0 days 15:00:00,0 days 14:30:00,08-05-2022
59490380,24-05-2023,0 days 16:30:00,0 days 12:00:00,24-05-2023
59491122,20-05-2022,0 days 17:15:00,0 days 17:00:00,22-05-2022
59493703,21-10-2023,0 days 09:00:00,0 days 13:15:00,21-10-2023
59498486,21-07-2022,0 days 11:45:00,0 days 13:30:00,22-07-2022
59499531,10-12-2023,0 days 11:45:00,0 days 14:30:00,12-12-2023
59502450,07-08-2023,0 days 09:00:00,0 days 10:15:00,09-08-2023
59504107,27-01-2024,0 days 10:45:00,0 days 00:00:00,
59504999,15-07-2022,0 days 14:15:00,0 days 16:00:00,15-07-2022
59507565,28-02-2022,0 days 16:15:00,0 days 11:00:00,02-03-2022
59508547,07-02-2023,0 days 14:45:00,0 days 12:15:00,09-02-2023
59508881,08-07-2023,0 days 09:30:00,0 days 13:00:00,10-07-2023
59509360,,0 days 00:00:00,0 days 00:00:00,
59512272,,0 days 00:00:00,0 days 00:00:00,
59521727,01-11-2022,0 days 13:15:00,0 days 12:30:00,01-11-2022
59524021,17-07-2024,0 days 14:15:00,0 days 00:00:00,
59525410,10-09-2024,0 days 15:00:00,0 days 17:00:00,10-09-2024
59528818,27-06-2022,0 days 11:15:00,0 days 14:15:00,27-06-2022
59532732,,0 days 00:00:00,0 days 00:00:00,
59535555,15-05-2022,0 days 12:00:00,0 days 12:45:00,15-05-2022
59536082,29-04-2023,0 days 13:15:00,0 days 15:45:00,29-04-2023
59536806,21-02-2022,0 days 10:00:00,0 days 14:15:00,21-02-2022
59538958,,0 days 00:00:00,0 days 00:00:00,
59540012,12-03-2024,0 days 13:00:00,0 days 16:15:00,12-03-2024
59541176,11-02-2024,0 days 14:30:00,0 days 00:00:00,
59543751,,0 days 00:00:00,0 days 00:00:00,
59546832,,0 days 00:00:00,0 days 00:00:00,
59546861,05-06-2023,0 days 12:45:00,0 days 12:00:00,05-06-2023
59551926,,0 days 00:00:00,0 days 00:00:00,
59555330,,0 days 00:00:00,0 days 00:00:00,
59556257,24-11-2023,0 days 12:45:00,0 days 11:00:00,25-11-2023
59557403,13-02-2022,0 days 17:15:00,0 days 15:45:00,14-02-2022
59559121,21-02-2023,0 days 09:15:00,0 days 14:45:00,22-02-2023
59560756,13-08-2022,0 days 12:45:00,0 days 14:30:00,15-08-2022
59566249,26-03-2023,0 days 10:30:00,0 days 16:00:00,26-03-2023
59566878,,0 days 00:00:00,0 days 00:00:00,
59583256,01-07-2023,0 days 17:45:00,0 days 17:30:00,01-07-2023
59584228,02-11-2023,0 days 17:00:00,0 days 12:30:00,03-11-2023
59584751,25-09-2022,0 days 11:45:00,0 days 13:00:00,27-09-2022
59585960,,0 days 00:00:00,0 days 00:00:00,
59586058,12-07-2023,0 days 15:45:00,0 days 00:00:00,
59587404,23-06-2023,0 days 11:45:00,0 days 15:30:00,25-06-2023
59587635,28-08-2022,0 days 16:00:00,0 days 16:15:00,28-08-2022
59591484,30-11-2023,0 days 13:00:00,0 days 00:00:00,
59596091,17-02-2023,0 days 17:00:00,0 days 12:45:00,18-02-2023
59596879,,0 days 00:00:00,0 days 00:00:00,
59597086,17-07-2023,0 days 12:30:00,0 days 00:00:00,
59601296,16-06-2022,0 days 12:15:00,0 days 14:30:00,17-06-2022
59603886,13-04-2023,0 days 14:15:00,0 days 10:15:00,13-04-2023
59604988,07-07-2022,0 days 09:00:00,0 days 09:00:00,08-07-2022
59605740,19-06-2022,0 days 11:45:00,0 days 15:00:00,20-06-2022
59605793,05-07-2022,0 days 16:30:00,0 days 14:45:00,06-07-2022
59606051,05-06-2023,0 days 14:30:00,0 days 14:30:00,05-06-2023
59607563,13-04-2023,0 days 16:15:00,0 days 00:00:00,
59611175,,0 days 00:00:00,0 days 00:00:00,
59611242,26-02-2022,0 days 10:45:00,0 days 15:45:00,28-02-2022
59616555,,0 days 00:00:00,0 days 00:00:00,
59617089,10-02-2024,0 days 13:15:00,0 days 09:30:00,12-02-2024
59619066,10-03-2024,0 days 13:00:00,0 days 00:00:00,
59619278,,0 days 00:00:00,0 days 00:00:00,
59621760,,0 days 00:00:00,0 days 00:00:00,
59621887,19-03-2023,0 days 10:45:00,0 days 09:45:00,19-03-2023
59622552,30-01-2023,0 days 09:30:00,0 days 09:30:00,01-02-2023
59623397,17-08-2024,0 days 15:30:00,0 days 00:00:00,
59624581,30-03-2023,0 days 17:45:00,0 days 00:00:00,
59625009,17-06-2023,0 days 14:15:00,0 days 00:00:00,
59627949,25-08-2023,0 days 15:00:00,0 days 09:30:00,26-08-2023
59629263,20-12-2022,0 days 11:00:00,0 days 12:15:00,21-12-2022
59631085,24-06-2023,0 days 10:15:00,0 days 00:00:00,
59631122,13-02-2022,0 days 16:00:00,0 days 12:30:00,14-02-2022
59631688,13-08-2022,0 days 15:00:00,0 days 15:00:00,13-08-2022
59632627,30-04-2023,0 days 16:30:00,0 days 00:00:00,
59632915,,0 days 00:00:00,0 days 00:00:00,
59635288,23-01-2022,0 days 13:30:00,0 days 14:30:00,23-01-2022
59643702,10-11-2022,0 days 14:15:00,0 days 09:15:00,12-11-2022
59644885,,0 days 00:00:00,0 days 00:00:00,
59652144,07-07-2022,0 days 15:15:00,0 days 10:00:00,09-07-2022
59652384,12-02-2023,0 days 09:45:00,0 days 10:15:00,14-02-2023
59652518,13-01-2024,0 days 17:30:00,0 days 16:45:00,14-01-2024
59656286,,0 days 00:00:00,0 days 00:00:00,
59657750,28-12-2023,0 days 14:45:00,0 days 12:00:00,29-12-2023
59659854,,0 days 00:00:00,0 days 00:00:00,
59662306,01-04-2023,0 days 10:45:00,0 days 00:00:00,
59664794,04-02-2024,0 days 16:30:00,0 days 00:00:00,
59666873,22-07-2022,0 days 16:00:00,0 days 11:15:00,22-07-2022
59667685,18-10-2023,0 days 10:30:00,0 days 00:00:00,
59668791,01-08-2023,0 days 13:45:00,0 days 11:15:00,01-08-2023
59672955,06-08-2022,0 days 17:15:00,0 days 17:30:00,06-08-2022
59687625,01-07-2023,0 days 16:15:00,0 days 14:30:00,02-07-2023
59691228,09-06-2023,0 days 09:45:00,0 days 11:00:00,11-06-2023
59696885,16-05-2022,0 days 14:15:00,0 days 11:30:00,16-05-2022
59704219,12-08-2022,0 days 11:00:00,0 days 10:30:00,14-08-2022
59711219,,0 days 00:00:00,0 days 00:00:00,
59711575,23-12-2022,0 days 16:30:00,0 days 12:00:00,23-12-2022
59715122,17-07-2022,0 days 10:00:00,0 days 16:30:00,19-07-2022
59715486,14-02-2023,0 days 12:00:00,0 days 16:30:00,14-02-2023
59718520,06-02-2022,0 days 11:30:00,0 days 09:00:00,06-02-2022
59721143,28-12-2023,0 days 14:30:00,0 days 00:00:00,
59722588,27-08-2022,0 days 16:15:00,0 days 11:00:00,28-08-2022
59723427,26-05-2023,0 days 15:30:00,0 days 17:30:00,26-05-2023
59727306,07-12-2022,0 days 10:30:00,0 days 10:00:00,07-12-2022
59727946,,0 days 00:00:00,0 days 00:00:00,
59731689,24-11-2022,0 days 13:00:00,0 days 17:45:00,24-11-2022
59732658,20-10-2023,0 days 14:15:00,0 days 00:00:00,
59733577,04-01-2023,0 days 12:30:00,0 days 14:15:00,05-01-2023
59746033,08-09-2023,0 days 17:45:00,0 days 15:00:00,09-09-2023
59754121,30-10-2024,0 days 14:30:00,0 days 11:45:00,31-10-2024
59755172,27-10-2023,0 days 17:45:00,0 days 00:00:00,
59755406,14-03-2022,0 days 11:45:00,0 days 15:15:00,14-03-2022
59757038,20-05-2023,0 days 11:30:00,0 days 14:30:00,20-05-2023
59758668,,0 days 00:00:00,0 days 00:00:00,
59759664,06-01-2022,0 days 09:00:00,0 days 13:15:00,06-01-2022
59763890,,0 days 00:00:00,0 days 00:00:00,
59766229,,0 days 00:00:00,0 days 00:00:00,
59772507,01-08-2023,0 days 10:45:00,0 days 09:45:00,03-08-2023
59772648,19-08-2023,0 days 12:45:00,0 days 00:00:00,
59774794,15-04-2024,0 days 17:00:00,0 days 17:15:00,17-04-2024
59778266,,0 days 00:00:00,0 days 00:00:00,
59779745,03-02-2024,0 days 10:45:00,0 days 11:45:00,04-02-2024
59781518,21-05-2023,0 days 17:45:00,0 days 09:15:00,22-05-2023
59783285,16-02-2023,0 days 15:30:00,0 days 11:30:00,18-02-2023
59783420,05-12-2022,0 days 17:15:00,0 days 10:00:00,07-12-2022
59784886,10-07-2023,0 days 11:30:00,0 days 00:00:00,
