Invoice_No,OBD_No,Billing_Date,Billing_Amount,IOD_Date,Delivery_Days
7076506,95306788,2022-09-26,55.6469,2022-10-06,5
1352649,86075641,2022-09-26,48.1481,2022-11-17,47
2078072,26106196,2022-09-26,44.7739,2022-09-29,1
7116500,16439568,2022-09-26,57.0409,2022-11-20,54
4145863,29011547,2022-09-26,34.0357,2022-10-22,25
2715822,11132241,2022-09-26,46.5393,2022-11-15,47
7394713,80392240,2022-09-27,19.8403,2022-09-28,2
8720628,60100199,2022-09-27,56.2142,2022-11-21,52
7946564,29266424,2022-09-27,32.6403,2022-10-06,9
5600819,63283208,2022-09-27,20.2012,2022-09-28,2
2191374,46057743,2022-09-27,59.0634,2022-11-20,51
7743386,84673191,2022-09-27,53.129,2022-11-19,51
4814681,49707848,2022-09-27,10.8801,2022-09-28,2
9653101,39967614,2022-09-27,15.543,2022-09-28,4
7938388,50332555,2022-09-27,30.6625,2022-11-08,39
4840752,89568937,2022-09-27,70.892,2022-11-18,49
3946077,19836996,2022-09-27,7.10631,2022-09-28,0
8179108,66468105,2022-09-27,13.2115,2022-09-28,2
3634529,53795195,2022-09-27,25.3851,2022-10-22,23
7334737,65767719,2022-09-27,24.5389,2022-10-09,10
4584224,98208325,2022-09-27,0.83014,2022-09-28,2
2673186,27447060,2022-09-27,67.0033,2022-11-19,50
9464621,59832439,2022-09-27,57.8676,2022-11-17,47
6086827,41711899,2022-09-27,15.7727,2022-09-28,2
5606927,11088057,2022-09-27,55.9674,2022-11-16,48
4431161,63235053,2022-09-27,22.0004,2022-09-28,1
8205036,55171003,2022-09-27,15.7354,2022-09-28,2
2395962,63540735,2022-09-27,31.5836,2022-10-09,9
9663182,97131540,2022-09-27,57.833,2022-11-16,48
9839636,54214396,2022-09-27,59.521,2022-11-21,52
1146741,53684898,2022-09-27,28.9165,2022-10-11,11
8793853,16740197,2022-09-27,1.5543,2022-09-28,1
6821861,53384710,2022-09-27,37.3032,2022-10-10,9
6418206,62012760,2022-09-27,86.6566,2022-11-21,53
9441169,68590128,2022-09-27,17.3603,2022-09-28,2
8421458,66371308,2022-09-27,40.8834,2022-10-29,32
4836380,39384006,2022-09-27,46.3209,2022-11-20,50
9719325,63211049,2022-09-27,43.8411,2022-10-23,24
7129616,82537851,2022-09-27,1.69234,2022-09-28,2
1662293,71332251,2022-09-27,41.1889,2022-11-17,49
5392610,66464387,2022-09-27,13.3467,2022-09-28,1
4115755,47158689,2022-09-27,61.1694,2022-10-24,25
1619977,66045185,2022-09-27,26.9056,2022-09-28,4
1686005,10071931,2022-09-27,84.9575,2022-11-15,48
8365343,92760305,2022-09-28,43.814,2022-11-21,51
9176462,83672216,2022-09-28,37.9124,2022-10-02,2
8612081,77853916,2022-09-28,30.3088,2022-10-09,10
9392347,98685344,2022-09-28,0.76954,2022-09-29,1
9653253,16164431,2022-09-28,59.7701,2022-11-17,45
4438621,51490410,2022-09-28,54.5112,2022-11-08,39
1480221,68379596,2022-09-28,3.8477,2022-09-29,0
7356257,21351271,2022-09-28,9.78384,2022-09-29,4
6383645,65729695,2022-09-28,3.60882,2022-09-29,2
3338676,36616333,2022-09-28,22.9474,2022-10-29,31
8232405,81469858,2022-09-28,49.0779,2022-11-18,50
2365794,73171894,2022-09-28,13.423,2022-09-29,1
1244778,46293441,2022-09-28,15.7069,2022-09-29,3
6241705,45683289,2022-09-28,79.4937,2022-11-19,48
6065787,51200201,2022-09-28,19.0136,2022-10-29,27
2516759,37445069,2022-09-28,6.5564,2022-09-29,1
5885750,65413189,2022-09-28,37.0356,2022-10-12,10
7542924,66780441,2022-09-28,59.2319,2022-11-22,50
3722773,14097493,2022-09-28,17.6994,2022-09-29,1
8693795,92223102,2022-09-28,24.6603,2022-09-30,3
1392646,66426269,2022-09-28,83.2583,2022-11-03,36
4116429,75319770,2022-09-28,50.6385,2022-11-19,48
8827187,93741127,2022-09-28,47.318,2022-11-22,53
7263627,43183593,2022-09-28,40.0161,2022-11-21,52
1678596,15853153,2022-09-28,44.217,2022-11-17,49
7776255,39249178,2022-09-28,13.6278,2022-09-29,3
9700561,35847589,2022-09-28,48.5051,2022-11-19,51
5146548,24474127,2022-09-28,56.946,2022-11-20,52
6498667,94183676,2022-09-29,54.4817,2022-11-21,52
1082902,17045220,2022-09-29,117.241,2022-11-21,50
1606155,61516496,2022-09-29,12.1263,2022-09-30,4
7995191,68588535,2022-09-29,6.64112,2022-09-30,1
4688768,10509040,2022-09-29,67.0033,2022-11-22,53
6677938,62275832,2022-09-29,58.703,2022-11-10,39
8272338,71691827,2022-09-29,19.8485,2022-11-14,45
7397754,48986459,2022-09-29,27.7034,2022-10-16,14
7812678,60865177,2022-09-29,3.38468,2022-09-30,2
9554409,97482263,2022-09-29,78.3598,2022-11-23,52
6731330,94112856,2022-09-29,59.0538,2022-11-18,50
6737942,43098160,2022-09-29,57.6401,2022-11-21,50
9863265,19426874,2022-09-29,50.5338,2022-11-18,48
8165282,81256685,2022-09-29,19.306,2022-09-30,2
5984128,92631141,2022-09-29,98.5507,2022-11-19,47
4500793,90339185,2022-09-29,27.3946,2022-11-16,46
1139824,18938604,2022-09-29,32.1545,2022-10-04,4
6985046,83117704,2022-09-29,48.833,2022-10-16,14
2394629,48395262,2022-09-29,8.42058,2022-09-30,4
1342628,21744737,2022-09-29,8.4617,2022-09-30,1
4038894,15578084,2022-09-29,51.2919,2022-11-18,47
8270479,48576612,2022-09-29,36.5262,2022-11-03,32
5839387,21192118,2022-09-29,24.9843,2022-09-30,1
6262096,60154896,2022-09-29,0.77715,2022-09-30,1
8530347,84757265,2022-09-29,23.603,2022-10-17,15
3316100,28656118,2022-09-29,18.6456,2022-11-01,29
7942639,55490631,2022-09-29,45.7117,2022-11-19,49
4299177,54190018,2022-09-29,43.1547,2022-10-03,1
4121293,35478447,2022-09-29,37.3813,2022-09-30,0
8368255,41342715,2022-09-29,6.31672,2022-09-30,1
3155312,91458948,2022-09-29,36.3408,2022-11-05,36
5760225,65864403,2022-09-30,40.0401,2022-11-19,48
5116223,38049598,2022-09-30,124.038,2022-11-24,52
1317782,74003333,2022-09-30,49.7376,2022-11-21,50
1389032,32730408,2022-09-30,57.4801,2022-10-17,16
6864355,86213857,2022-09-30,39.3384,2022-11-19,50
6716053,26072981,2022-09-30,20.3898,2022-10-01,4
7277502,87038964,2022-09-30,43.4274,2022-11-22,51
1933660,74105877,2022-09-30,43.8638,2022-11-22,49
4042571,45374546,2022-09-30,22.9474,2022-10-14,9
2689327,75374870,2022-09-30,58.0974,2022-11-19,50
4454281,20471228,2022-09-30,28.2691,2022-10-26,25
1969887,94772931,2022-09-30,105.347,2022-11-19,46
8422287,62139697,2022-09-30,57.0409,2022-11-24,54
2331033,58021410,2022-09-30,1.20294,2022-10-01,1
7445481,91736458,2022-09-30,3.00735,2022-10-01,2
6266537,11973784,2022-09-30,14.8802,2022-10-01,2
6599221,21840119,2022-09-30,38.6828,2022-11-21,47
4503084,50885421,2022-09-30,24.8004,2022-11-13,40
4549300,37896908,2022-09-30,52.069,2022-11-19,48
1101176,69014228,2022-09-30,60.3476,2022-11-19,47
2262686,66230298,2022-09-30,43.9974,2022-11-23,50
8117262,36136297,2022-09-30,25.1853,2022-11-06,34
1986479,43544444,2022-09-30,10.2208,2022-10-01,2
1311004,10034722,2022-09-30,56.0609,2022-11-24,50
7788043,62113377,2022-09-30,33.7593,2022-10-12,11
5274609,18424637,2022-09-30,24.6603,2022-10-22,19
6254518,60614535,2022-09-30,42.3085,2022-10-24,22
2066731,67835495,2022-09-30,47.6962,2022-10-01,2
7813112,29031626,2022-09-30,44.7507,2022-11-19,47
3741108,10062336,2022-09-30,33.1628,2022-10-14,11
1107714,32602089,2022-09-30,34.6293,2022-10-17,15
1852295,40844816,2022-09-30,44.1779,2022-10-22,19
7329390,61024616,2022-10-01,24.0741,2022-10-07,5
1232204,96119272,2022-10-01,76.0885,2022-11-22,48
9908966,84632228,2022-10-01,13.2115,2022-10-02,0
6172427,20834088,2022-10-01,19.9234,2022-10-02,0
3553325,18816329,2022-10-01,13.8517,2022-10-02,1
8636951,78555983,2022-10-01,26.6934,2022-10-13,8
8088302,29355767,2022-10-01,53.0983,2022-11-25,54
1176962,23234748,2022-10-01,10.004,2022-10-02,0
7963424,27664131,2022-10-01,40.2691,2022-11-20,48
8611954,76323560,2022-10-01,19.6275,2022-10-02,1
7081785,59447401,2022-10-01,28.8706,2022-11-13,39
9548795,73150290,2022-10-01,0.76954,2022-10-02,2
8005644,28570788,2022-10-01,12.4922,2022-10-02,0
3623491,42999305,2022-10-01,62.8482,2022-11-22,50
2440317,96025578,2022-10-01,5.81098,2022-10-02,1
6000709,78608711,2022-10-01,12.4572,2022-10-02,2
7984089,21126328,2022-10-01,80.8049,2022-11-22,48
5006465,51156003,2022-10-01,45.6577,2022-11-22,51
1751029,13458795,2022-10-01,74.9529,2022-11-22,47
1735708,49786693,2022-10-01,11.6573,2022-10-02,1
5299058,50305910,2022-10-01,40.8252,2022-11-22,51
7235831,25256771,2022-10-01,22.2918,2022-11-04,32
1788304,26429653,2022-10-01,41.0587,2022-11-21,51
3507771,13558457,2022-10-01,31.4707,2022-10-19,16
8604021,99091235,2022-10-01,25.3948,2022-10-15,11
7508433,80082665,2022-10-01,16.3202,2022-10-02,1
8156247,57013073,2022-10-01,3.3983,2022-10-02,2
7070025,97266969,2022-10-01,41.8483,2022-11-20,45
3668469,53272417,2022-10-01,22.7679,2022-10-19,14
3867507,19063074,2022-10-01,15.3908,2022-10-02,2
1503082,44582161,2022-10-01,60.6314,2022-11-20,48
7245694,86868659,2022-10-01,45.4029,2022-11-20,49
9589914,67720123,2022-10-01,1.96692,2022-10-02,0
9636371,72275859,2022-10-01,41.5813,2022-10-26,20
5246086,17178828,2022-10-01,7.8959,2022-10-02,3
9907391,56138336,2022-10-01,6.8139,2022-10-02,0
1619766,46971540,2022-10-01,51.3233,2022-11-23,48
6185910,10329821,2022-10-01,20.983,2022-10-11,7
3649653,23315575,2022-10-01,43.9656,2022-11-22,48
9810617,94739020,2022-10-01,66.2151,2022-11-24,52
2027898,31180277,2022-10-01,52.9025,2022-11-23,50
2119802,52757382,2022-10-01,9.78384,2022-10-02,3
6589859,76734716,2022-10-01,49.9686,2022-10-04,2
3420040,22661870,2022-10-01,25.3948,2022-11-19,46
9696694,97493492,2022-10-01,37.9124,2022-11-13,40
7265958,70171070,2022-10-02,36.8997,2022-10-12,9
8477568,79582798,2022-10-02,11.5431,2022-10-03,2
2816657,54533750,2022-10-02,78.2707,2022-11-22,49
8575505,95765571,2022-10-02,2.40588,2022-10-03,4
4506878,18469163,2022-10-02,45.4674,2022-11-24,50
7652021,87241350,2022-10-02,30.794,2022-10-31,26
1894161,70764573,2022-10-02,35.696,2022-11-05,31
9941405,99704595,2022-10-02,43.9073,2022-11-25,49
9651910,24926906,2022-10-02,6.2172,2022-10-03,2
2688991,75905864,2022-10-02,1.53908,2022-10-03,3
4420722,80969219,2022-10-02,17.7696,2022-10-03,2
7134426,12318287,2022-10-02,14.3849,2022-10-03,2
9006402,29050217,2022-10-02,34.5444,2022-10-05,1
6595355,42691263,2022-10-02,24.6603,2022-10-10,6
8078147,44833288,2022-10-02,15.8991,2022-10-03,1
1763581,95761697,2022-10-02,0.78959,2022-10-03,0
6627478,24667184,2022-10-02,23.0862,2022-10-20,14
7107490,21866994,2022-10-02,38.477,2022-11-04,29
3860246,60101289,2022-10-02,6.76936,2022-10-03,2
9708257,77976972,2022-10-02,50.9745,2022-10-09,7
5675458,18652877,2022-10-02,5.92319,2022-10-03,3
3152222,78929256,2022-10-02,41.9756,2022-10-28,22
8424860,71694016,2022-10-02,7.46232,2022-10-03,2
6014924,18100750,2022-10-02,46.6395,2022-11-02,28
6669364,47554571,2022-10-02,8.42058,2022-10-03,1
4426599,77076032,2022-10-02,23.147,2022-10-08,2
6203688,53566725,2022-10-02,98.5507,2022-11-22,50
9239380,82167860,2022-10-02,26.5645,2022-10-21,15
2384927,30589584,2022-10-02,39.6347,2022-11-23,52
1169398,10631827,2022-10-02,1.65336,2022-10-03,4
5165700,39475837,2022-10-02,22.0889,2022-10-03,3
6646529,87368164,2022-10-02,48.1833,2022-11-22,50
2661097,98934947,2022-10-02,25.3851,2022-11-09,34
6384696,77183214,2022-10-03,11.3565,2022-10-04,3
9897218,98782416,2022-10-03,40.8252,2022-11-27,54
5648091,83012583,2022-10-03,24.6904,2022-10-04,0
7912309,66780992,2022-10-03,12.3126,2022-10-04,1
6794448,96404384,2022-10-03,4.23085,2022-10-04,1
2813135,91399503,2022-10-03,23.553,2022-10-28,22
4889949,95173551,2022-10-03,52.5881,2022-10-30,25
9531021,19034267,2022-10-03,36.9379,2022-11-13,39
5091581,93720583,2022-10-03,36.3739,2022-10-20,16
6501038,31992370,2022-10-03,48.7741,2022-11-25,52
4169951,38886122,2022-10-03,51.8166,2022-11-25,49
9599735,71723694,2022-10-03,17.6994,2022-10-04,2
9312640,83502838,2022-10-03,1.13565,2022-10-04,1
7350648,76455097,2022-10-03,41.5813,2022-11-08,32
5044765,98728841,2022-10-03,15.543,2022-10-04,3
8178453,57406888,2022-10-03,39.6347,2022-11-26,53
3226624,37539747,2022-10-03,34.7206,2022-11-17,42
5213838,97552273,2022-10-03,68.4869,2022-11-25,51
2029842,74163504,2022-10-03,17.0466,2022-10-30,25
7169371,58665951,2022-10-03,56.9002,2022-11-27,51
6469556,99304909,2022-10-03,30.0735,2022-10-12,5
7893381,77918140,2022-10-03,49.4613,2022-11-22,46
1279750,54649538,2022-10-03,24.9843,2022-10-04,1
8946662,14501241,2022-10-03,20.5293,2022-11-14,39
8249719,89364140,2022-10-03,17.4329,2022-10-04,0
8337169,90572667,2022-10-03,42.6166,2022-11-27,53
3826243,44422809,2022-10-03,41.0428,2022-10-20,14
9340515,20073766,2022-10-03,52.069,2022-11-24,49
4368129,73702683,2022-10-03,47.2061,2022-11-27,53
1709232,19002523,2022-10-03,5.59674,2022-10-04,1
4069767,35703214,2022-10-03,42.9083,2022-10-10,4
7456703,49810657,2022-10-03,22.1085,2022-11-07,32
3826969,35793154,2022-10-03,46.5616,2022-11-09,35
2084929,41884515,2022-10-03,56.7319,2022-11-27,53
3563536,84202557,2022-10-03,34.693,2022-10-26,21
4279979,37159852,2022-10-03,56.0719,2022-10-07,0
4339940,24121842,2022-10-03,21.1977,2022-11-19,46
5959945,49288049,2022-10-04,5.78676,2022-10-05,3
6221536,91026089,2022-10-04,27.0509,2022-10-30,23
2208104,82848157,2022-10-04,70.9328,2022-11-28,54
1794146,61929340,2022-10-04,8.2668,2022-10-05,1
8309538,40379009,2022-10-04,7.81911,2022-10-05,4
5981736,21694111,2022-10-04,12.1263,2022-10-05,0
9789345,18497619,2022-10-04,75.8248,2022-11-23,47
1353414,82459652,2022-10-04,19.4619,2022-10-05,4
7772946,62395160,2022-10-04,21.6361,2022-11-22,46
4766476,96437413,2022-10-04,65.8677,2022-11-26,51
6772430,74209943,2022-10-04,33.5804,2022-10-21,13
3644347,50831043,2022-10-04,1.5702,2022-10-05,1
5678825,52869611,2022-10-04,26.2256,2022-10-29,24
4459390,38963196,2022-10-04,39.6806,2022-10-25,19
2036980,92746886,2022-10-04,41.0587,2022-11-25,48
1304390,18221972,2022-10-04,51.4687,2022-11-26,49
5104331,61111619,2022-10-04,14.0536,2022-10-05,3
5638299,23375306,2022-10-04,45.6932,2022-11-24,49
1234617,80979534,2022-10-04,7.85603,2022-10-05,0
6285584,26724727,2022-10-04,24.0741,2022-11-05,31
3372887,57750842,2022-10-04,48.165,2022-11-25,51
9562677,69791674,2022-10-04,30.0121,2022-10-05,0
8112413,59478593,2022-10-04,8.2668,2022-10-05,1
8345513,71355706,2022-10-04,41.6103,2022-11-25,51
4065824,38471290,2022-10-04,14.9425,2022-10-05,2
5239472,86162089,2022-10-04,72.1558,2022-11-25,50
5685098,28892239,2022-10-04,48.1481,2022-11-27,54
2936236,99608371,2022-10-04,21.3235,2022-10-05,1
9923120,34124750,2022-10-04,29.3515,2022-10-05,3
9309586,15293169,2022-10-04,19.5886,2022-10-05,1
7976896,71207129,2022-10-05,40.6769,2022-11-05,28
9969444,50427301,2022-10-05,15.2923,2022-10-06,2
3843451,14840043,2022-10-05,91.7541,2022-11-28,52
2270746,58278939,2022-10-05,16.3202,2022-10-06,0
6822537,54446164,2022-10-05,31.404,2022-11-07,31
1074808,48790592,2022-10-05,23.603,2022-10-31,24
4148889,26372005,2022-10-05,55.3876,2022-11-29,54
7642099,39339153,2022-10-05,4.1507,2022-10-06,2
8340032,85031037,2022-10-05,18.187,2022-10-06,0
5751739,60351362,2022-10-05,33.0006,2022-10-19,10
5917831,21503407,2022-10-05,7.61553,2022-10-06,1
8798796,36421274,2022-10-05,54.9922,2022-10-16,7
3213840,39453552,2022-10-05,23.9737,2022-11-18,40
2694547,77401071,2022-10-05,29.0487,2022-10-11,6
1660649,17527260,2022-10-05,59.926,2022-11-17,40
2698398,42314255,2022-10-05,20.7776,2022-11-15,39
5010892,70158806,2022-10-05,55.001,2022-11-29,54
9895230,32491709,2022-10-05,49.2753,2022-11-02,26
6682872,65771986,2022-10-05,46.3209,2022-11-25,49
7266564,63668790,2022-10-05,62.6166,2022-11-24,48
7623361,71765566,2022-10-05,47.8617,2022-11-29,54
9600498,47303947,2022-10-05,4.48916,2022-10-06,1
6461822,57408620,2022-10-05,11.5735,2022-10-06,0
8702071,82129763,2022-10-05,17.1217,2022-10-06,2
1903193,50318040,2022-10-05,31.7982,2022-10-26,18
1864641,46032304,2022-10-05,86.6566,2022-11-27,51
4929395,89493849,2022-10-05,98.5507,2022-11-27,52
1139487,15353031,2022-10-05,86.6566,2022-11-25,48
1590477,85650313,2022-10-05,13.5932,2022-10-06,2
6046614,79904163,2022-10-05,3.2782,2022-10-06,2
1647842,72505690,2022-10-05,31.8779,2022-11-24,48
9589252,85555337,2022-10-05,38.4699,2022-11-24,46
1868830,77465025,2022-10-05,90.0549,2022-11-24,46
7891662,15858241,2022-10-05,41.9661,2022-11-26,52
9405102,62173273,2022-10-05,35.5316,2022-10-19,11
9164392,68910408,2022-10-05,31.7149,2022-10-17,9
3955265,60584537,2022-10-05,47.3754,2022-11-25,47
8737917,99380736,2022-10-05,30.0735,2022-11-17,43
1283652,86447121,2022-10-05,47.1208,2022-11-27,50
5215259,57870268,2022-10-05,51.6164,2022-11-29,51
8000037,79081208,2022-10-06,47.6962,2022-11-01,22
4814129,86508846,2022-10-06,2.24458,2022-10-07,1
9130163,62059050,2022-10-06,36.0602,2022-11-25,47
6026983,66196330,2022-10-06,11.1935,2022-10-07,3
2529708,86670571,2022-10-06,33.8939,2022-11-25,45
2742521,39964212,2022-10-06,9.62352,2022-10-07,0
2891460,51823028,2022-10-06,16.4871,2022-10-07,2
9230960,40620216,2022-10-06,7.21204,2022-10-07,2
8576990,36213529,2022-10-06,0.60147,2022-10-07,1
7805792,70680386,2022-10-06,62.2605,2022-11-30,51
2640318,80577865,2022-10-06,48.481,2022-11-29,52
6626809,26658243,2022-10-06,18.6558,2022-10-07,1
8583303,10881835,2022-10-06,39.6347,2022-11-29,51
4578033,74879943,2022-10-06,33.8939,2022-11-10,34
9303945,57206844,2022-10-06,12.3452,2022-10-07,3
2305064,81934590,2022-10-06,45.7962,2022-11-30,54
1764389,28215281,2022-10-06,45.8948,2022-11-27,48
9061215,85910136,2022-10-06,40.8252,2022-11-29,53
3660840,94790000,2022-10-06,33.4174,2022-10-21,13
4978733,90601298,2022-10-06,29.2148,2022-11-06,26
5664542,23051623,2022-10-06,35.446,2022-11-12,32
4737933,88480063,2022-10-06,37.2911,2022-11-27,52
6115785,60259138,2022-10-06,44.1779,2022-10-09,1
7330379,86556525,2022-10-06,0.84617,2022-10-07,0
9960400,79008843,2022-10-06,25.2617,2022-10-21,11
7532916,74930142,2022-10-06,47.5762,2022-10-18,7
8686812,99609989,2022-10-06,40.2985,2022-11-30,53
4486033,50698994,2022-10-06,46.9419,2022-11-28,51
2741731,87237550,2022-10-06,29.885,2022-11-25,48
7732903,24591250,2022-10-06,7.85603,2022-10-07,4
3052615,86918530,2022-10-06,57.0409,2022-11-29,51
2407026,92124494,2022-10-06,23.603,2022-11-23,47
9483289,20260108,2022-10-06,9.62352,2022-10-07,3
1850758,43495416,2022-10-06,52.2988,2022-11-25,50
9367003,40947052,2022-10-06,28.2248,2022-10-18,10
4148315,41991528,2022-10-06,101.949,2022-11-30,54
8762637,90879572,2022-10-06,56.0719,2022-10-25,16
7093744,80081826,2022-10-06,26.1199,2022-10-07,3
1200952,52957791,2022-10-06,84.3856,2022-11-30,53
4116123,42599792,2022-10-06,39.0166,2022-11-05,30
5782453,11517722,2022-10-06,21.1542,2022-10-07,4
8202871,46504617,2022-10-06,0.93279,2022-10-07,2
7546922,87866070,2022-10-06,7.46232,2022-10-07,0
8061051,98807116,2022-10-06,78.3598,2022-11-30,54
6064462,31337593,2022-10-06,78.2707,2022-11-27,51
3101735,23015964,2022-10-06,18.469,2022-10-07,2
3079835,66643487,2022-10-06,18.469,2022-10-07,2
2935210,27015981,2022-10-06,0.76954,2022-10-07,1
4346315,48553376,2022-10-07,32.1545,2022-10-15,7
1939646,64605505,2022-10-07,24.4596,2022-10-08,0
6834121,51877379,2022-10-07,6.92586,2022-10-08,2
7038824,89690750,2022-10-07,13.9887,2022-10-08,2
6980371,92692432,2022-10-07,44.1779,2022-11-18,41
7891998,64953237,2022-10-07,57.2368,2022-11-30,51
9839210,76597532,2022-10-07,59.6986,2022-11-28,50
6872665,89352785,2022-10-07,54.3728,2022-11-20,39
3839097,37921512,2022-10-07,62.001,2022-11-27,48
8246577,26080092,2022-10-07,74.0711,2022-11-27,51
4803300,96451431,2022-10-07,22.0004,2022-10-27,19
7129838,38694966,2022-10-07,78.5603,2022-11-26,47
9910192,88781881,2022-10-07,98.5507,2022-11-28,48
7046381,51605042,2022-10-07,112.144,2022-11-27,48
9979905,46570247,2022-10-07,18.2631,2022-10-08,1
9909397,40289135,2022-10-07,37.2006,2022-10-26,18
9425502,45222432,2022-10-07,39.8467,2022-11-07,29
8483940,73680989,2022-10-07,45.6932,2022-11-30,51
9526454,98204528,2022-10-07,54.4817,2022-11-26,46
2987101,81444791,2022-10-07,47.5723,2022-11-27,49
6185942,24879005,2022-10-07,22.8559,2022-10-08,2
9234478,14976948,2022-10-07,15.7354,2022-10-08,1
7715005,88850510,2022-10-07,108.746,2022-11-26,49
4523842,93483529,2022-10-07,35.446,2022-11-12,34
3236392,81121817,2022-10-07,75.8248,2022-11-30,52
5170552,26769289,2022-10-07,36.8997,2022-11-03,26
8897756,47394442,2022-10-07,11.0068,2022-10-08,1
8292886,72721659,2022-10-07,60.9242,2022-11-30,54
6435540,43229797,2022-10-07,57.833,2022-11-30,51
9678130,15833729,2022-10-07,35.2052,2022-10-31,21
2716151,32032167,2022-10-07,24.0917,2022-10-10,1
3085954,30681237,2022-10-07,24.0741,2022-10-19,9
6387100,37633907,2022-10-07,63.4627,2022-11-28,47
6589355,69788727,2022-10-07,30.0735,2022-10-13,4
3597713,37582393,2022-10-07,30.675,2022-11-27,48
1110656,26100344,2022-10-08,4.58948,2022-10-09,3
7670709,17189981,2022-10-08,66.0409,2022-11-27,48
6627597,89343747,2022-10-08,37.3563,2022-11-02,23
3803056,59931321,2022-10-08,60.1894,2022-12-01,49
9850361,23810097,2022-10-08,1.66028,2022-10-09,1
9029537,56383741,2022-10-08,18.1606,2022-10-09,4
8416816,52880921,2022-10-08,70.7043,2022-11-29,50
4284150,54117415,2022-10-08,9.02205,2022-10-09,2
6305569,46523595,2022-10-08,35.2052,2022-11-24,45
3408827,45248418,2022-10-08,61.4304,2022-11-30,53
8266785,74609875,2022-10-08,27.9837,2022-10-09,0
7753551,92123123,2022-10-08,49.924,2022-11-28,50
6509997,36593436,2022-10-08,71.3643,2022-10-25,17
4660723,24161428,2022-10-08,47.318,2022-11-27,49
5967363,24601866,2022-10-08,44.8916,2022-11-21,42
9694882,99036757,2022-10-08,49.0779,2022-11-30,49
1134671,20695696,2022-10-08,90.0549,2022-12-01,53
6856884,63340366,2022-10-08,37.1107,2022-11-07,28
2666643,65326443,2022-10-08,35.5472,2022-10-09,1
1493242,44711361,2022-10-08,36.9379,2022-10-23,13
8821741,88199718,2022-10-08,85.6086,2022-11-28,49
9488499,51024567,2022-10-08,60.6037,2022-11-29,50
3403852,64294783,2022-10-08,58.485,2022-11-29,51
5777283,10971584,2022-10-08,36.3211,2022-11-12,33
5777196,91184060,2022-10-08,10.154,2022-10-09,4
8157265,63034664,2022-10-08,16.9234,2022-10-09,3
6753751,13540146,2022-10-08,86.6566,2022-12-01,50
7721240,33485502,2022-10-08,11.894,2022-10-09,4
5508325,94263610,2022-10-08,76.0885,2022-11-29,49
9995633,86397410,2022-10-08,29.2148,2022-10-30,18
8183451,32277675,2022-10-08,15.6382,2022-10-20,11
1111046,64956876,2022-10-08,28.7698,2022-11-02,20
6653942,68756373,2022-10-08,29.8493,2022-10-22,12
5276341,60237832,2022-10-08,29.472,2022-11-27,47
7082891,28658140,2022-10-08,18.0441,2022-11-04,22
6555698,87632976,2022-10-08,2.48004,2022-10-09,2
1854889,61050068,2022-10-08,32.4794,2022-12-01,53
5218353,28484302,2022-10-08,44.7739,2022-10-16,4
3135534,35748341,2022-10-08,8.52332,2022-10-09,1
9660803,35036832,2022-10-08,29.5038,2022-10-10,3
8261810,46845823,2022-10-09,79.86,2022-11-12,32
7089179,21449650,2022-10-09,69.7099,2022-11-28,49
4647625,97949757,2022-10-09,34.2838,2022-12-02,51
9720433,49691460,2022-10-09,25.3948,2022-11-03,22
3788191,45720719,2022-10-09,74.0711,2022-11-29,50
9339992,82309430,2022-10-09,17.0466,2022-10-15,5
6956059,32325574,2022-10-09,33.1628,2022-10-23,13
2686949,83214705,2022-10-09,49.173,2022-11-30,48
4045659,79393672,2022-10-09,8.68549,2022-10-10,1
7734712,34956411,2022-10-09,92.9465,2022-11-30,49
2088364,68729793,2022-10-09,30.3088,2022-10-30,19
9003753,45460514,2022-10-09,39.1772,2022-11-01,21
2301306,23521826,2022-10-09,16.0772,2022-10-10,4
2528036,83388194,2022-10-09,70.9328,2022-11-30,50
2890441,30027622,2022-10-09,48.165,2022-11-30,48
4421652,50614898,2022-10-09,13.7684,2022-10-10,2
6379867,41796721,2022-10-09,13.4675,2022-10-10,3
8741067,75210157,2022-10-09,46.5858,2022-12-02,52
4823420,43283131,2022-10-09,39.994,2022-11-29,49
7607712,81687725,2022-10-09,10.1006,2022-10-10,0
6580456,14985525,2022-10-09,60.0088,2022-11-29,46
6068198,76517227,2022-10-09,26.4231,2022-11-28,50
7263305,83611807,2022-10-09,58.8825,2022-11-29,48
7142147,58609538,2022-10-09,29.5317,2022-11-06,27
6994144,21599317,2022-10-09,9.92016,2022-10-10,3
5417893,13430042,2022-10-09,57.5396,2022-11-30,49
1157662,72445234,2022-10-09,36.6894,2022-10-14,3
5461373,24826090,2022-10-09,55.2713,2022-11-28,48
8509317,80655758,2022-10-09,66.2669,2022-11-13,33
2583322,40151918,2022-10-09,4.89192,2022-10-10,1
3964973,38850541,2022-10-09,29.5038,2022-11-21,43
8309439,89036966,2022-10-09,35.4046,2022-11-29,49
7310431,31173338,2022-10-09,13.5387,2022-10-10,1
8789281,16721650,2022-10-09,96.8515,2022-12-03,52
2866127,92166272,2022-10-09,18.8424,2022-10-10,3
6518709,99437114,2022-10-09,34.7489,2022-11-28,49
6986802,53647781,2022-10-10,26.8461,2022-10-29,17
3715486,62310316,2022-10-10,8.49575,2022-10-11,1
4085559,76943778,2022-10-10,11.5431,2022-10-11,2
1334256,22573399,2022-10-10,2.62256,2022-10-11,3
